sku,label,label_id,r_j,p_vigente,p_en_riesgo,p_obsoleto,label_pred,correct
v1|296722931650|0,VIGENTE,0,0.000375,0.999298,0.000328,0.000375,VIGENTE,1
,OBSOLETO,2,0.161128,0.081914,0.756958,0.161128,EN_RIESGO,0
v1|406691091536|0,VIGENTE,0,0.015801,0.97025,0.013948,0.015801,VIGENTE,1
v1|318576532661|0,VIGENTE,0,0.012991,0.976544,0.010464,0.012991,VIGENTE,1
,OBSOLETO,2,0.757669,0.073106,0.169224,0.757669,OBSOLETO,1
151760767,VIGENTE,0,0.001797,0.996829,0.001374,0.001797,VIGENTE,1
,EN_RIESGO,1,0.076019,0.031965,0.892015,0.076019,EN_RIESGO,1
142151751,OBSOLETO,2,0.999893,7.3e-05,3.4e-05,0.999893,OBSOLETO,1
142771744,VIGENTE,0,0.095092,0.601213,0.303695,0.095092,VIGENTE,1
v1|227415120461|0,OBSOLETO,2,0.103129,0.039505,0.857366,0.103129,EN_RIESGO,0
,OBSOLETO,2,0.049155,0.007144,0.9437,0.049155,EN_RIESGO,0
v1|177825393127|0,VIGENTE,0,0.000691,0.998888,0.000421,0.000691,VIGENTE,1
B07MMD4DDJ,OBSOLETO,2,0.006596,0.001878,0.991526,0.006596,EN_RIESGO,0
149260185,OBSOLETO,2,0.332289,0.054681,0.61303,0.332289,EN_RIESGO,0
3256805378525744,OBSOLETO,2,0.654397,0.051048,0.294555,0.654397,OBSOLETO,1
v1|227415119277|0,OBSOLETO,2,0.805429,0.079702,0.114869,0.805429,OBSOLETO,1
00003548027,EN_RIESGO,1,0.02776,0.011753,0.960487,0.02776,EN_RIESGO,1
154799360,VIGENTE,0,0.00375,0.993763,0.002488,0.00375,VIGENTE,1
3256809857855646,OBSOLETO,2,0.999986,1e-05,4e-06,0.999986,OBSOLETO,1
153738968,EN_RIESGO,1,0.921599,0.038848,0.039553,0.921599,OBSOLETO,0
152083512,VIGENTE,0,0.019076,0.969115,0.01181,0.019076,VIGENTE,1
v1|336575655759|0,VIGENTE,0,0.007081,0.987673,0.005246,0.007081,VIGENTE,1
v1|227305920913|0,EN_RIESGO,1,0.031117,0.025317,0.943566,0.031117,EN_RIESGO,1
,OBSOLETO,2,0.007998,0.00026,0.991742,0.007998,EN_RIESGO,0
v1|376008840630|0,VIGENTE,0,0.001373,0.997708,0.000919,0.001373,VIGENTE,1
153728388,VIGENTE,0,9.5e-05,0.999848,5.8e-05,9.5e-05,VIGENTE,1
152455121,VIGENTE,0,0.002977,0.995949,0.001074,0.002977,VIGENTE,1
126885310,EN_RIESGO,1,0.520046,0.218306,0.261648,0.520046,OBSOLETO,0
144589080,OBSOLETO,2,0.976992,0.011586,0.011422,0.976992,OBSOLETO,1
v1|157702677214|0,VIGENTE,0,0.051805,0.922951,0.025244,0.051805,VIGENTE,1
148258384,EN_RIESGO,1,0.420669,0.292188,0.287143,0.420669,OBSOLETO,0
152004771,VIGENTE,0,0.000835,0.99856,0.000605,0.000835,VIGENTE,1
149192948,OBSOLETO,2,0.999944,3.9e-05,1.8e-05,0.999944,OBSOLETO,1
3256808382074395,OBSOLETO,2,0.997951,0.001328,0.00072,0.997951,OBSOLETO,1
v1|137456478446|0,OBSOLETO,2,0.084676,0.034701,0.880623,0.084676,EN_RIESGO,0
B0DBR6TRZQ,EN_RIESGO,1,0.900966,0.083489,0.015545,0.900966,OBSOLETO,0
v1|227415119277|0,OBSOLETO,2,0.805429,0.079702,0.114869,0.805429,OBSOLETO,1
154329482,VIGENTE,0,0.179232,0.817134,0.003634,0.179232,VIGENTE,1
v1|236935695707|0,VIGENTE,0,0.065329,0.893729,0.040942,0.065329,VIGENTE,1
v1|188520561521|0,VIGENTE,0,0.001383,0.997475,0.001142,0.001383,VIGENTE,1
117807796,EN_RIESGO,1,0.282423,0.324099,0.393478,0.282423,EN_RIESGO,1
B0DM1R7KHZ,EN_RIESGO,1,0.150334,0.12835,0.721315,0.150334,EN_RIESGO,1
20001240954,OBSOLETO,2,0.999999,1e-06,0.0,0.999999,OBSOLETO,1
B0DC1WB2RM,EN_RIESGO,1,0.037778,0.026343,0.93588,0.037778,EN_RIESGO,1
125571039,OBSOLETO,2,0.279939,0.60918,0.110881,0.279939,VIGENTE,0
,OBSOLETO,2,0.868999,0.03293,0.098071,0.868999,OBSOLETO,1
v1|387804840014|0,VIGENTE,0,0.001365,0.997695,0.00094,0.001365,VIGENTE,1
v1|267720775425|0,OBSOLETO,2,0.043705,0.017633,0.938662,0.043705,EN_RIESGO,0
149114449,EN_RIESGO,1,0.015599,0.005406,0.978995,0.015599,EN_RIESGO,1
155252517,VIGENTE,0,0.001151,0.998247,0.000602,0.001151,VIGENTE,1
152479361,EN_RIESGO,1,0.997711,0.001413,0.000876,0.997711,OBSOLETO,0
v1|318609211069|0,OBSOLETO,2,0.135589,0.072561,0.79185,0.135589,EN_RIESGO,0
153005531,EN_RIESGO,1,0.150306,0.106833,0.742861,0.150306,EN_RIESGO,1
155252274,VIGENTE,0,0.017332,0.972923,0.009745,0.017332,VIGENTE,1
,EN_RIESGO,1,0.679678,0.137383,0.18294,0.679678,OBSOLETO,0
B0GYS86T2W,VIGENTE,0,0.00343,0.993757,0.002813,0.00343,VIGENTE,1
149119996,VIGENTE,0,0.011278,0.979244,0.009479,0.011278,VIGENTE,1
151213087,OBSOLETO,2,0.997518,0.001283,0.001199,0.997518,OBSOLETO,1
B07Q11QQCM,OBSOLETO,2,0.049721,0.031168,0.91911,0.049721,EN_RIESGO,0
,EN_RIESGO,1,0.026721,0.008653,0.964626,0.026721,EN_RIESGO,1
,EN_RIESGO,1,0.024662,0.003049,0.972289,0.024662,EN_RIESGO,1
115599526,OBSOLETO,2,0.015467,0.002625,0.981908,0.015467,EN_RIESGO,0
v1|204708136301|505336697165,OBSOLETO,2,0.023447,0.002716,0.973837,0.023447,EN_RIESGO,0
20001338304,VIGENTE,0,0.010298,0.983811,0.005892,0.010298,VIGENTE,1
20001263121,OBSOLETO,2,0.998321,0.001117,0.000562,0.998321,OBSOLETO,1
151841750,VIGENTE,0,0.004597,0.992474,0.00293,0.004597,VIGENTE,1
v1|147391813052|0,OBSOLETO,2,0.020376,0.007399,0.972225,0.020376,EN_RIESGO,0
v1|147337431547|0,VIGENTE,0,0.006913,0.989517,0.00357,0.006913,VIGENTE,1
150514047,OBSOLETO,2,0.999937,4.3e-05,2e-05,0.999937,OBSOLETO,1
152453614,VIGENTE,0,0.00663,0.989828,0.003542,0.00663,VIGENTE,1
20001535041,OBSOLETO,2,0.994195,0.003833,0.001973,0.994195,OBSOLETO,1
133624219,EN_RIESGO,1,0.025562,0.016191,0.958248,0.025562,EN_RIESGO,1
3256812157029530,OBSOLETO,2,0.944922,0.032351,0.022727,0.944922,OBSOLETO,1
152398846,EN_RIESGO,1,0.263096,0.593874,0.143029,0.263096,VIGENTE,0
v1|407036301970|0,EN_RIESGO,1,0.087232,0.079425,0.833343,0.087232,EN_RIESGO,1
,EN_RIESGO,1,0.988966,0.006721,0.004314,0.988966,OBSOLETO,0
139848444,OBSOLETO,2,0.993934,0.00387,0.002195,0.993934,OBSOLETO,1
B0BR8SGYXP,EN_RIESGO,1,0.014522,0.008401,0.977077,0.014522,EN_RIESGO,1
152004727,VIGENTE,0,0.000943,0.998386,0.00067,0.000943,VIGENTE,1
B0CX1GPFW4,EN_RIESGO,1,0.003146,0.001193,0.995661,0.003146,EN_RIESGO,1
v1|227115455096|0,VIGENTE,0,0.002482,0.99462,0.002898,0.002482,VIGENTE,1
v1|278145480439|0,VIGENTE,0,0.011545,0.981164,0.007291,0.011545,VIGENTE,1
144617675,VIGENTE,0,0.024306,0.94501,0.030683,0.024306,VIGENTE,1
v1|224404817504|523189980862,OBSOLETO,2,0.022777,0.007455,0.969769,0.022777,EN_RIESGO,0
,OBSOLETO,2,0.995487,0.002542,0.00197,0.995487,OBSOLETO,1
139844462,OBSOLETO,2,0.927978,0.040137,0.031885,0.927978,OBSOLETO,1
v1|137456478446|0,OBSOLETO,2,0.084676,0.034701,0.880623,0.084676,EN_RIESGO,0
121726707,OBSOLETO,2,0.993657,0.004022,0.002321,0.993657,OBSOLETO,1
3256803529319274,OBSOLETO,2,0.889533,0.053297,0.05717,0.889533,OBSOLETO,1
v1|137456478446|0,OBSOLETO,2,0.015656,0.004051,0.980293,0.015656,EN_RIESGO,0
154886787,VIGENTE,0,0.000974,0.998393,0.000632,0.000974,VIGENTE,1
v1|327220238511|0,VIGENTE,0,0.023757,0.961484,0.014759,0.023757,VIGENTE,1
20001240925,OBSOLETO,2,0.999994,4e-06,1e-06,0.999994,OBSOLETO,1
B0BZJHXCCH,EN_RIESGO,1,0.999134,0.00055,0.000317,0.999134,OBSOLETO,0
v1|284338406755|0,OBSOLETO,2,0.911312,0.046123,0.042565,0.911312,OBSOLETO,1
3256811649255240,EN_RIESGO,1,0.098782,0.301015,0.600203,0.098782,EN_RIESGO,1
,EN_RIESGO,1,0.019394,0.011566,0.96904,0.019394,EN_RIESGO,1
v1|206388669759|0,EN_RIESGO,1,0.009553,0.007815,0.982632,0.009553,EN_RIESGO,1
,OBSOLETO,2,0.020376,0.007399,0.972225,0.020376,EN_RIESGO,0
153982632,OBSOLETO,2,0.999509,0.000307,0.000184,0.999509,OBSOLETO,1
152558500,EN_RIESGO,1,0.186013,0.77362,0.040367,0.186013,VIGENTE,0
152843254,VIGENTE,0,0.010044,0.982017,0.007939,0.010044,VIGENTE,1
B0FBBSZPFK,EN_RIESGO,1,0.713583,0.209652,0.076765,0.713583,OBSOLETO,0
152101681,EN_RIESGO,1,0.929051,0.037084,0.033865,0.929051,OBSOLETO,0
B07MMD4DDJ,OBSOLETO,2,0.015542,0.006196,0.978262,0.015542,EN_RIESGO,0
139183082,OBSOLETO,2,0.562877,0.377806,0.059317,0.562877,OBSOLETO,1
,OBSOLETO,2,0.013929,0.000399,0.985673,0.013929,EN_RIESGO,0
153226150,VIGENTE,0,0.015931,0.967586,0.016483,0.015931,VIGENTE,1
v1|117134497063|0,VIGENTE,0,0.030546,0.940181,0.029273,0.030546,VIGENTE,1
154798944,VIGENTE,0,0.000266,0.999604,0.00013,0.000266,VIGENTE,1
v1|147278247961|0,VIGENTE,0,0.001697,0.996991,0.001311,0.001697,VIGENTE,1
152177318,OBSOLETO,2,0.995263,0.002125,0.002612,0.995263,OBSOLETO,1
v1|178307602942|0,VIGENTE,0,0.085945,0.830302,0.083753,0.085945,VIGENTE,1
v1|227415119277|0,OBSOLETO,2,0.805429,0.079702,0.114869,0.805429,OBSOLETO,1
124228803,OBSOLETO,2,0.690574,0.286339,0.023087,0.690574,OBSOLETO,1
,OBSOLETO,2,0.00903,0.000324,0.990647,0.00903,EN_RIESGO,0
152189967,VIGENTE,0,0.057264,0.833337,0.109398,0.057264,VIGENTE,1
153225765,VIGENTE,0,0.015322,0.964111,0.020567,0.015322,VIGENTE,1
152189903,VIGENTE,0,0.003094,0.995015,0.001891,0.003094,VIGENTE,1
20001288828,OBSOLETO,2,0.922349,0.045941,0.03171,0.922349,OBSOLETO,1
v1|117072364439|0,VIGENTE,0,0.00947,0.984373,0.006157,0.00947,VIGENTE,1
v1|236897055366|0,VIGENTE,0,0.004136,0.992522,0.003342,0.004136,VIGENTE,1
v1|206379816723|0,EN_RIESGO,1,0.054042,0.049358,0.8966,0.054042,EN_RIESGO,1
144589080,OBSOLETO,2,0.976992,0.011586,0.011422,0.976992,OBSOLETO,1
B0F18WJSX8,EN_RIESGO,1,0.201142,0.663137,0.135721,0.201142,VIGENTE,0
v1|168250169745|0,VIGENTE,0,0.014258,0.977083,0.008659,0.014258,VIGENTE,1
,OBSOLETO,2,0.849432,0.049218,0.10135,0.849432,OBSOLETO,1
151512444,EN_RIESGO,1,0.961408,0.020994,0.017599,0.961408,OBSOLETO,0
,EN_RIESGO,1,0.01637,0.004108,0.979522,0.01637,EN_RIESGO,1
B0BNQ2JZQJ,EN_RIESGO,1,0.030592,0.948361,0.021047,0.030592,VIGENTE,0
v1|178294298497|0,VIGENTE,0,0.093268,0.776585,0.130146,0.093268,VIGENTE,1
,OBSOLETO,2,0.993227,0.003903,0.00287,0.993227,OBSOLETO,1
155298964,EN_RIESGO,1,0.999311,0.000438,0.000251,0.999311,OBSOLETO,0
152295061,OBSOLETO,2,0.999991,7e-06,3e-06,0.999991,OBSOLETO,1
v1|236910409876|0,VIGENTE,0,0.023561,0.957888,0.018551,0.023561,VIGENTE,1
B0C69PNNB8,EN_RIESGO,1,0.60321,0.162014,0.234776,0.60321,OBSOLETO,0
138693751,EN_RIESGO,1,0.999089,0.000586,0.000325,0.999089,OBSOLETO,0
3256807147287441,OBSOLETO,2,0.978185,0.008575,0.01324,0.978185,OBSOLETO,1
,EN_RIESGO,1,0.989321,0.006755,0.003924,0.989321,OBSOLETO,0
155403221,VIGENTE,0,0.006352,0.987677,0.005971,0.006352,VIGENTE,1
B0B55SWRCY,EN_RIESGO,1,0.99349,0.004482,0.002028,0.99349,OBSOLETO,0
v1|157832079765|0,OBSOLETO,2,0.72505,0.090633,0.184317,0.72505,OBSOLETO,1
152083512,VIGENTE,0,0.009231,0.984153,0.006615,0.009231,VIGENTE,1
B0CDF6GYM1,EN_RIESGO,1,0.006836,0.001719,0.991445,0.006836,EN_RIESGO,1
151760767,VIGENTE,0,0.001438,0.997577,0.000985,0.001438,VIGENTE,1
154326812,VIGENTE,0,0.727104,0.264742,0.008153,0.727104,OBSOLETO,0
154327333,VIGENTE,0,0.030268,0.955683,0.014049,0.030268,VIGENTE,1
v1|407029112530|0,VIGENTE,0,0.003814,0.993824,0.002362,0.003814,VIGENTE,1
,OBSOLETO,2,0.944323,0.034536,0.021142,0.944323,OBSOLETO,1
148635380,VIGENTE,0,0.119297,0.797858,0.082844,0.119297,VIGENTE,1
155554619,EN_RIESGO,1,0.978761,0.013611,0.007627,0.978761,OBSOLETO,0
3256808369834057,EN_RIESGO,1,0.000884,7.6e-05,0.999041,0.000884,EN_RIESGO,1
152453614,VIGENTE,0,0.026888,0.96547,0.007642,0.026888,VIGENTE,1
B0GJD391BP,EN_RIESGO,1,0.073106,0.277074,0.64982,0.073106,EN_RIESGO,1
151131220,VIGENTE,0,0.247844,0.71915,0.033006,0.247844,VIGENTE,1
v1|298468104456|0,VIGENTE,0,0.002084,0.995946,0.00197,0.002084,VIGENTE,1
147515856,OBSOLETO,2,0.999987,7e-06,6e-06,0.999987,OBSOLETO,1
152948780,OBSOLETO,2,0.371022,0.200513,0.428464,0.371022,EN_RIESGO,0
v1|153469962880|453428440428,OBSOLETO,2,0.012382,0.003495,0.984123,0.012382,EN_RIESGO,0
153002035,EN_RIESGO,1,0.821138,0.152175,0.026687,0.821138,OBSOLETO,0
v1|287365663073|0,VIGENTE,0,0.036194,0.045602,0.918204,0.036194,EN_RIESGO,0
153376002,EN_RIESGO,1,0.972378,0.019182,0.008441,0.972378,OBSOLETO,0
v1|127831476599|0,OBSOLETO,2,0.067866,0.039736,0.892398,0.067866,EN_RIESGO,0
3256809926944141,OBSOLETO,2,0.999332,0.000304,0.000365,0.999332,OBSOLETO,1
154602481,EN_RIESGO,1,0.38715,0.298157,0.314693,0.38715,OBSOLETO,0
20000852354,VIGENTE,0,0.054328,0.23564,0.710032,0.054328,EN_RIESGO,0
155395008,OBSOLETO,2,0.200443,0.68942,0.110137,0.200443,VIGENTE,0
154327413,VIGENTE,0,0.003594,0.994079,0.002327,0.003594,VIGENTE,1
,OBSOLETO,2,0.99745,0.001512,0.001038,0.99745,OBSOLETO,1
154124000,VIGENTE,0,0.008288,0.987645,0.004067,0.008288,VIGENTE,1
3256806280827989,OBSOLETO,2,0.960329,0.012721,0.02695,0.960329,OBSOLETO,1
152910979,EN_RIESGO,1,0.14021,0.114489,0.745301,0.14021,EN_RIESGO,1
151367896,EN_RIESGO,1,0.471202,0.154393,0.374404,0.471202,OBSOLETO,0
v1|386205694347|0,EN_RIESGO,1,0.004382,0.000665,0.994953,0.004382,EN_RIESGO,1
B0DJRLXTMV,VIGENTE,0,0.002423,0.996209,0.001368,0.002423,VIGENTE,1
3256812188458726,OBSOLETO,2,0.014204,0.009866,0.975929,0.014204,EN_RIESGO,0
B0G4SN72F6,VIGENTE,0,0.001969,0.996537,0.001494,0.001969,VIGENTE,1
,EN_RIESGO,1,0.005614,0.000585,0.993801,0.005614,EN_RIESGO,1
v1|116646826316|0,EN_RIESGO,1,0.014951,0.001765,0.983284,0.014951,EN_RIESGO,1
144742549,EN_RIESGO,1,0.013627,0.012116,0.974256,0.013627,EN_RIESGO,1
B07MMD4DDJ,OBSOLETO,2,0.015542,0.006196,0.978262,0.015542,EN_RIESGO,0
v1|166519289893|0,EN_RIESGO,1,0.003929,0.000686,0.995385,0.003929,EN_RIESGO,1
144742537,EN_RIESGO,1,0.013627,0.012116,0.974256,0.013627,EN_RIESGO,1
v1|178207103364|0,EN_RIESGO,1,0.019835,0.01586,0.964305,0.019835,EN_RIESGO,1
3256806824156527,EN_RIESGO,1,0.053622,0.030223,0.916155,0.053622,EN_RIESGO,1
155252764,EN_RIESGO,1,0.037081,0.039131,0.923788,0.037081,EN_RIESGO,1
150733159,OBSOLETO,2,0.999832,0.000113,5.5e-05,0.999832,OBSOLETO,1
152676132,VIGENTE,0,0.001508,0.997469,0.001023,0.001508,VIGENTE,1
v1|317293118602|0,EN_RIESGO,1,0.01637,0.004108,0.979522,0.01637,EN_RIESGO,1
154327944,VIGENTE,0,0.001591,0.997404,0.001005,0.001591,VIGENTE,1
B0H6CYFWFW,VIGENTE,0,0.037155,0.93786,0.024985,0.037155,VIGENTE,1
117047139,EN_RIESGO,1,0.46067,0.177734,0.361596,0.46067,OBSOLETO,0
v1|298423101922|0,VIGENTE,0,0.001056,0.99776,0.001183,0.001056,VIGENTE,1
155201462,OBSOLETO,2,0.998489,0.000831,0.00068,0.998489,OBSOLETO,1
B0H5NQSCXK,EN_RIESGO,1,0.037993,0.032164,0.929843,0.037993,EN_RIESGO,1
v1|397000156754|0,EN_RIESGO,1,0.012572,0.002373,0.985054,0.012572,EN_RIESGO,1
v1|206301331374|0,EN_RIESGO,1,0.005188,0.000961,0.993851,0.005188,EN_RIESGO,1
129913875,EN_RIESGO,1,0.010703,0.005466,0.983832,0.010703,EN_RIESGO,1
B0GTT2ZXZV,VIGENTE,0,0.000655,0.999006,0.000339,0.000655,VIGENTE,1
,OBSOLETO,2,0.11646,0.01651,0.86703,0.11646,EN_RIESGO,0
,EN_RIESGO,1,0.014951,0.001765,0.983284,0.014951,EN_RIESGO,1
B0GTTLKF38,VIGENTE,0,0.000831,0.998522,0.000647,0.000831,VIGENTE,1
v1|188605632654|0,EN_RIESGO,1,0.002124,0.00099,0.996886,0.002124,EN_RIESGO,1
,OBSOLETO,2,0.61055,0.249517,0.139934,0.61055,OBSOLETO,1
v1|358706337454|0,VIGENTE,0,0.001235,0.997809,0.000956,0.001235,VIGENTE,1
123404884,OBSOLETO,2,0.58371,0.201486,0.214804,0.58371,OBSOLETO,1
154799360,VIGENTE,0,0.003709,0.994033,0.002257,0.003709,VIGENTE,1
,EN_RIESGO,1,0.001228,0.000113,0.998659,0.001228,EN_RIESGO,1
v1|267676001869|0,VIGENTE,0,0.002327,0.995701,0.001972,0.002327,VIGENTE,1
,OBSOLETO,2,0.071885,0.020077,0.908038,0.071885,EN_RIESGO,0
137725890,OBSOLETO,2,0.995676,0.002509,0.001815,0.995676,OBSOLETO,1
B0DM4BRSV5,EN_RIESGO,1,0.038879,0.027125,0.933996,0.038879,EN_RIESGO,1
20001518620,OBSOLETO,2,0.962135,0.023209,0.014656,0.962135,OBSOLETO,1
152116478,VIGENTE,0,0.011278,0.979244,0.009479,0.011278,VIGENTE,1
132843220,EN_RIESGO,1,0.285816,0.036179,0.678005,0.285816,EN_RIESGO,1
B0C36YQCX8,EN_RIESGO,1,0.82673,0.137995,0.035275,0.82673,OBSOLETO,0
141496922,OBSOLETO,2,0.999999,1e-06,0.0,0.999999,OBSOLETO,1
B0B55SWRCY,EN_RIESGO,1,0.99349,0.004482,0.002028,0.99349,OBSOLETO,0
v1|397962820633|0,VIGENTE,0,0.002647,0.994866,0.002487,0.002647,VIGENTE,1
B0D54QJ9CJ,EN_RIESGO,1,0.002736,0.000871,0.996394,0.002736,EN_RIESGO,1
152726515,OBSOLETO,2,0.654331,0.188216,0.157452,0.654331,OBSOLETO,1
138182836,OBSOLETO,2,0.986143,0.003753,0.010105,0.986143,OBSOLETO,1
v1|298321420643|0,OBSOLETO,2,0.999675,0.000214,0.000111,0.999675,OBSOLETO,1
v1|398158584681|0,OBSOLETO,2,0.030614,0.0047,0.964687,0.030614,EN_RIESGO,0
3256812402437027,OBSOLETO,2,0.987367,0.007799,0.004834,0.987367,OBSOLETO,1
v1|167004388901|0,VIGENTE,0,0.000379,0.99928,0.00034,0.000379,VIGENTE,1
v1|336653181114|0,VIGENTE,0,0.003903,0.993396,0.002702,0.003903,VIGENTE,1
,OBSOLETO,2,0.992676,0.003611,0.003713,0.992676,OBSOLETO,1
v1|254224015967|553615546453,OBSOLETO,2,0.063289,0.034531,0.90218,0.063289,EN_RIESGO,0
152399249,VIGENTE,0,0.000802,0.998627,0.000571,0.000802,VIGENTE,1
3256809953257022,OBSOLETO,2,0.989948,0.006395,0.003657,0.989948,OBSOLETO,1
20001092245,OBSOLETO,2,0.981563,0.011565,0.006873,0.981563,OBSOLETO,1
v1|227415119277|0,OBSOLETO,2,0.805429,0.079702,0.114869,0.805429,OBSOLETO,1
v1|406500809958|0,VIGENTE,0,0.002637,0.993824,0.003539,0.002637,VIGENTE,1
154884303,VIGENTE,0,0.000474,0.999196,0.00033,0.000474,VIGENTE,1
3256812268380504,OBSOLETO,2,0.695898,0.052252,0.25185,0.695898,OBSOLETO,1
,OBSOLETO,2,0.981196,0.011381,0.007424,0.981196,OBSOLETO,1
20000852724,VIGENTE,0,0.002898,0.994713,0.002389,0.002898,VIGENTE,1
152399299,EN_RIESGO,1,0.99218,0.005579,0.002242,0.99218,OBSOLETO,0
151213087,OBSOLETO,2,0.972113,0.010751,0.017135,0.972113,OBSOLETO,1
,OBSOLETO,2,0.023447,0.002716,0.973837,0.023447,EN_RIESGO,0
v1|377218546496|0,VIGENTE,0,0.001806,0.996206,0.001988,0.001806,VIGENTE,1
144296282,VIGENTE,0,0.028293,0.911172,0.060535,0.028293,VIGENTE,1
v1|389946091593|0,EN_RIESGO,1,0.354325,0.0531,0.592575,0.354325,EN_RIESGO,1
v1|398161054567|0,EN_RIESGO,1,0.002362,0.00063,0.997008,0.002362,EN_RIESGO,1
145426203,EN_RIESGO,1,0.005843,0.002849,0.991308,0.005843,EN_RIESGO,1
155551644,OBSOLETO,2,0.097331,0.025299,0.87737,0.097331,EN_RIESGO,0
v1|307046373944|0,VIGENTE,0,0.001338,0.99784,0.000822,0.001338,VIGENTE,1
,EN_RIESGO,1,0.995801,0.002682,0.001517,0.995801,OBSOLETO,0
B0GR21X3PC,VIGENTE,0,0.075739,0.910178,0.014083,0.075739,VIGENTE,1
B0DJRRRQ1V,VIGENTE,0,0.000452,0.999229,0.00032,0.000452,VIGENTE,1
v1|146753130552|445373540695,OBSOLETO,2,0.026632,0.00506,0.968307,0.026632,EN_RIESGO,0
151213087,OBSOLETO,2,0.954113,0.014016,0.031871,0.954113,OBSOLETO,1
v1|167004388201|0,VIGENTE,0,0.000293,0.999442,0.000265,0.000293,VIGENTE,1
144589080,OBSOLETO,2,0.976992,0.011586,0.011422,0.976992,OBSOLETO,1
152455117,VIGENTE,0,0.012873,0.976794,0.010333,0.012873,VIGENTE,1
154943538,EN_RIESGO,1,0.891167,0.058666,0.050168,0.891167,OBSOLETO,0
3256808219970860,OBSOLETO,2,0.999295,0.000458,0.000247,0.999295,OBSOLETO,1
148642657,VIGENTE,0,0.00558,0.98887,0.00555,0.00558,VIGENTE,1
B0D1K859GT,EN_RIESGO,1,0.007396,0.00187,0.990734,0.007396,EN_RIESGO,1
3256804651959310,OBSOLETO,2,0.996714,0.002077,0.00121,0.996714,OBSOLETO,1
,EN_RIESGO,1,0.009924,0.000785,0.98929,0.009924,EN_RIESGO,1
v1|317682493852|0,VIGENTE,0,0.023641,0.950861,0.025498,0.023641,VIGENTE,1
v1|226385626354|525615428249,EN_RIESGO,1,0.003612,0.000937,0.995451,0.003612,EN_RIESGO,1
155269107,VIGENTE,0,0.005893,0.989969,0.004138,0.005893,VIGENTE,1
v1|117028583027|0,EN_RIESGO,1,0.004483,0.000784,0.994733,0.004483,EN_RIESGO,1
141105867,EN_RIESGO,1,0.954659,0.026679,0.018662,0.954659,OBSOLETO,0
152914020,EN_RIESGO,1,0.197901,0.140716,0.661383,0.197901,EN_RIESGO,1
v1|336668121467|0,VIGENTE,0,0.105879,0.154853,0.739268,0.105879,EN_RIESGO,0
3256807891049213,OBSOLETO,2,0.997931,0.000601,0.001468,0.997931,OBSOLETO,1
B081Z6TL4B,OBSOLETO,2,0.050741,0.913247,0.036012,0.050741,VIGENTE,0
148597744,VIGENTE,0,0.695426,0.295681,0.008893,0.695426,OBSOLETO,0
154677500,VIGENTE,0,0.000803,0.998883,0.000314,0.000803,VIGENTE,1
155000915,VIGENTE,0,0.006294,0.989509,0.004197,0.006294,VIGENTE,1
154327401,VIGENTE,0,0.003775,0.993707,0.002518,0.003775,VIGENTE,1
v1|206363946527|0,EN_RIESGO,1,0.004613,0.000266,0.995121,0.004613,EN_RIESGO,1
152151091,OBSOLETO,2,0.979885,0.012598,0.007517,0.979885,OBSOLETO,1
v1|153469962880|453428440428,OBSOLETO,2,0.02298,0.007195,0.969824,0.02298,EN_RIESGO,0
151474298,EN_RIESGO,1,0.103413,0.064139,0.832448,0.103413,EN_RIESGO,1
153225450,VIGENTE,0,0.001639,0.99672,0.001641,0.001639,VIGENTE,1
v1|377077570755|0,EN_RIESGO,1,0.003513,0.001471,0.995016,0.003513,EN_RIESGO,1
,EN_RIESGO,1,0.011476,0.003451,0.985073,0.011476,EN_RIESGO,1
v1|168506476730|0,VIGENTE,0,0.00087,0.998472,0.000658,0.00087,VIGENTE,1
,OBSOLETO,2,0.998728,0.000734,0.000539,0.998728,OBSOLETO,1
152452909,VIGENTE,0,0.339121,0.634981,0.025898,0.339121,VIGENTE,1
149258710,OBSOLETO,2,0.059806,0.018585,0.921609,0.059806,EN_RIESGO,0
v1|227415119277|0,OBSOLETO,2,0.805429,0.079702,0.114869,0.805429,OBSOLETO,1
v1|146753130552|445373540695,OBSOLETO,2,0.036527,0.006214,0.957259,0.036527,EN_RIESGO,0
v1|397833127346|0,OBSOLETO,2,0.757669,0.073106,0.169224,0.757669,OBSOLETO,1
152004567,VIGENTE,0,0.000505,0.999126,0.000369,0.000505,VIGENTE,1
20001263664,OBSOLETO,2,0.99887,0.000754,0.000376,0.99887,OBSOLETO,1
3256810333651790,EN_RIESGO,1,0.055545,0.045341,0.899113,0.055545,EN_RIESGO,1
B0H1VBF3FV,EN_RIESGO,1,0.053415,0.028107,0.918478,0.053415,EN_RIESGO,1
153225450,VIGENTE,0,0.002828,0.994283,0.00289,0.002828,VIGENTE,1
B0DM23JKXC,EN_RIESGO,1,0.370168,0.298421,0.331411,0.370168,OBSOLETO,0
151474298,EN_RIESGO,1,0.225738,0.174149,0.600113,0.225738,EN_RIESGO,1
3256808061724104,OBSOLETO,2,0.999331,0.000422,0.000247,0.999331,OBSOLETO,1
B0BR7PJGQY,EN_RIESGO,1,0.994205,0.003668,0.002127,0.994205,OBSOLETO,0
v1|358615569433|0,EN_RIESGO,1,0.008679,0.000886,0.990435,0.008679,EN_RIESGO,1
151592708,EN_RIESGO,1,0.973323,0.020272,0.006405,0.973323,OBSOLETO,0
