sku,texto,label,label_id,confianza,razon,title_repr,brand_repr,category_repr,n_obs,price_usd_mean,price_trend_pct,discount_mean,pct_used,main_source,sources
152189983,"Computadora Enovu Ryzen 7 9700X 32GB 1TB SSD 27"" Radeon RX 9060 XT 16GB Windows 11 Pro | marca: amd | categoria: PROCESADORES | observaciones: 12",VIGENTE,0,1.0,vigente,"Computadora Enovu Ryzen 7 9700X 32GB 1TB SSD 27"" Radeon RX 9060 XT 16GB Windows 11 Pro",AMD,procesadores,12,3827.107,-0.25,0.0,0.0,falabella_pe,falabella_pe
v1|117311163864|0,HP ZBook 8 14 G1i/Core Ultra 7 265H/RTX 500+Intel Arc Pro 140T/32GB DDR5/1TB SSD | condicion usado: 100% | observaciones: 4,VIGENTE,0,1.0,vigente_usado_protegido,HP ZBook 8 14 G1i/Core Ultra 7 265H/RTX 500+Intel Arc Pro 140T/32GB DDR5/1TB SSD,,,4,1499.0,0.0,,1.0,ebay_usa,ebay_usa
155526008,Procesador Ryzen 5 8400F 6 Nacleos 12 Hilos 4.2GHz AM5 DDR5 | marca: amd | categoria: PROCESADORES | observaciones: 4,VIGENTE,0,1.0,vigente,Procesador Ryzen 5 8400F 6 Nacleos 12 Hilos 4.2GHz AM5 DDR5,AMD,procesadores,4,235.3025,0.02,0.0,0.0,falabella_pe,falabella_pe
B0DK3DF3F2,"Thermalright FW PRO 360 ARGB White-360mm AIO CPU Liquid Cooler,IPS LCD Screen with 320 * 320 Resolution,for AM4/AM5/Intel LGA1700/1851,’2.73 inch’Magnet-Absorbent LCD Screen for Images | categoria: COOLER | observaciones: 8",EN_RIESGO,1,0.667,en_riesgo,"Thermalright FW PRO 360 ARGB White-360mm AIO CPU Liquid Cooler,IPS LCD Screen with 320 * 320 Resolution,for AM4/AM5/Intel LGA1700/1851,’2.73 inch’Magnet-Absorbent LCD Screen for Images",,COOLER,8,107.64,0.0,,0.0,amazon_usa,amazon_usa
v1|398178385806|0,Crucial DDR5 Pro 32GB (2x16GB) DDR5-6000 DIMM 288-Pin DDR5 SDRAM Kit | precio bajando: 9.3% | condicion usado: 100% | observaciones: 4,OBSOLETO,2,0.5,obsoleto,Crucial DDR5 Pro 32GB (2x16GB) DDR5-6000 DIMM 288-Pin DDR5 SDRAM Kit,,,4,348.75,-9.33,,1.0,ebay_usa,ebay_usa
v1|267729466277|0,PNY GeForce RTX 5070 12GB GDDR7 GPU PCIe 5.0 Graphics Card | condicion usado: 100% | observaciones: 3,VIGENTE,0,1.0,vigente_usado_protegido,PNY GeForce RTX 5070 12GB GDDR7 GPU PCIe 5.0 Graphics Card,,,3,545.0,0.0,,1.0,ebay_usa,ebay_usa
B0D1KN79NN,"Thermalright Frozen Vision 240 White-Liquid CPU Water Cooler, with 2 PWM Fans,2.88-inch Square Image IPS LCD Display for 480x480 Pixels,Computer CPU Water Cooler for AM4/AM5,Intel lga1700/115X/1851 | categoria: COOLER | observaciones: 8",EN_RIESGO,1,0.667,en_riesgo,"Thermalright Frozen Vision 240 White-Liquid CPU Water Cooler, with 2 PWM Fans,2.88-inch Square Image IPS LCD Display for 480x480 Pixels,Computer CPU Water Cooler for AM4/AM5,Intel lga1700/115X/1851",,COOLER,8,104.98,-0.63,,0.0,amazon_usa,amazon_usa
v1|336495856246|0,"GIGABYTE X870 Eagle WIFI7 AMD AM5 LGA 1718 Motherboard, ATX, DDR5, 4X M.2, PC... | observaciones: 10",VIGENTE,0,1.0,vigente,"GIGABYTE X870 Eagle WIFI7 AMD AM5 LGA 1718 Motherboard, ATX, DDR5, 4X M.2, PC...",,,10,251.19,0.0,,0.0,ebay_usa,ebay_usa
153226331,PC Gamer Pro XTREME 5 9600X RAM 32GB DDR5 SSD 1TB GRAFICA RTX 5060 8GB | marca: ryzen | categoria: PROCESADORES | observaciones: 13,VIGENTE,0,1.0,vigente,PC Gamer Pro XTREME 5 9600X RAM 32GB DDR5 SSD 1TB GRAFICA RTX 5060 8GB,RYZEN,procesadores,13,2059.7445454545455,0.14,0.0,0.0,falabella_pe,falabella_pe
v1|377326380373|0,Micron 32GB 2x16GB PC4-2133 DDR4-17000 Laptop SoDimm Memory MTA16ATF2G64HZ-2G1 | condicion usado: 100% | observaciones: 6,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,Micron 32GB 2x16GB PC4-2133 DDR4-17000 Laptop SoDimm Memory MTA16ATF2G64HZ-2G1,,,6,108.0,0.0,,1.0,ebay_usa,ebay_usa
153225765,Computadora Gamer Pro 5 9600X RAM 16GB DDR5 SSD 1TB GRAFICA RTX 5060 8GB | marca: ryzen | categoria: PROCESADORES | observaciones: 13,VIGENTE,0,1.0,vigente,Computadora Gamer Pro 5 9600X RAM 16GB DDR5 SSD 1TB GRAFICA RTX 5060 8GB,RYZEN,procesadores,13,1883.2754545454547,0.14,0.0,0.0,falabella_pe,falabella_pe
v1|406935810486|0,Viotek GFV27DAB 27” 1440P 1ms VA Panel with Full-Motion Stand FreeSync/G-Sync... | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Viotek GFV27DAB 27” 1440P 1ms VA Panel with Full-Motion Stand FreeSync/G-Sync...,,,10,85.0,0.0,,1.0,ebay_usa,ebay_usa
v1|377046279989|0,(BROKEN) GIGABYTE Z790 EAGLE AX ATX Motherboard LGA 1700 DDR5 Wi-Fi 6E PCIe 5.0 | precio bajando: 22.6% | observaciones: 10,VIGENTE,0,1.0,vigente,(BROKEN) GIGABYTE Z790 EAGLE AX ATX Motherboard LGA 1700 DDR5 Wi-Fi 6E PCIe 5.0,,,10,39.187,-22.63,,0.0,ebay_usa,ebay_usa
v1|147331552397|0,"Dell - Plus 14"" 2K 2-in-1 Touchscreen Laptop - Intel Core Ultra 7 Series 2 25... | condicion usado: 100% | observaciones: 10",OBSOLETO,2,0.5,obsoleto,"Dell - Plus 14"" 2K 2-in-1 Touchscreen Laptop - Intel Core Ultra 7 Series 2 25...",,,10,1215.99,0.0,,1.0,ebay_usa,ebay_usa
B0H6RBKW33,"Dell Tower Plus EBT2250 Desktop Ai Computer - Series 2 Intel Core Ultra 9 285K 24-Core Processor up to 5.7 GHz, 16GB DDR5 RAM, 1TB NVMe SSD, GeForce RTX 5060 Ti 16GB GDDR7, Windows 11 Pro, Graphite | categoria: CPU | observaciones: 3",VIGENTE,0,1.0,vigente,"Dell Tower Plus EBT2250 Desktop Ai Computer - Series 2 Intel Core Ultra 9 285K 24-Core Processor up to 5.7 GHz, 16GB DDR5 RAM, 1TB NVMe SSD, GeForce RTX 5060 Ti 16GB GDDR7, Windows 11 Pro, Graphite",,CPU,3,1609.4599999999998,,,0.0,amazon_usa,amazon_usa
153492007,Tarjeta de Video GeForce RTX 5060 8G Ciclone OC 8GB GDDR7 PCIe 5.0 | descuento promedio: 4.3% | precio bajando: 22.0% | marca: msi | categoria: TARJETAS_VIDEO | observaciones: 5,VIGENTE,0,1.0,vigente,Tarjeta de Video GeForce RTX 5060 8G Ciclone OC 8GB GDDR7 PCIe 5.0,Msi,tarjetas_video,5,562.858,-21.99,4.34,0.0,falabella_pe,falabella_pe
v1|298423101922|0,GIGABYTE X870E AORUS PRO AM5 LGA 1718 ATX DDR5 4x M.2 PCIe 5.0 USB4 Wi-Fi 7 | precio bajando: 10.6% | condicion usado: 100% | observaciones: 10,VIGENTE,0,1.0,vigente_usado_protegido,GIGABYTE X870E AORUS PRO AM5 LGA 1718 ATX DDR5 4x M.2 PCIe 5.0 USB4 Wi-Fi 7,,,10,183.0,-10.58,,1.0,ebay_usa,ebay_usa
v1|398122615281|0,NVIDIA GeForce RTX4070LP  8GB Gaming Graphics Card DLSS 3 Ray Tracing AI GPU | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,NVIDIA GeForce RTX4070LP  8GB Gaming Graphics Card DLSS 3 Ray Tracing AI GPU,,,10,688.0,0.0,,1.0,ebay_usa,ebay_usa
v1|147422409193|0,"DDR4, 8 GB RAM, 3600 MHz, G.Skill, Desktop PC RAM Ripjaws V F4-3600C16D-16GVKC | precio bajando: 8.1% | condicion usado: 100% | observaciones: 7",EN_RIESGO,1,0.833,en_riesgo_usado_protegido,"DDR4, 8 GB RAM, 3600 MHz, G.Skill, Desktop PC RAM Ripjaws V F4-3600C16D-16GVKC",,,7,34.42857142857143,-8.11,,1.0,ebay_usa,ebay_usa
v1|377100666796|0,Micron MTA8ATF1G64AZ-2G3E1 Desktop RAM 8GB DDR4 | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,Micron MTA8ATF1G64AZ-2G3E1 Desktop RAM 8GB DDR4,,,10,32.0,0.0,,1.0,ebay_usa,ebay_usa
v1|397443601344|0,"Dell 144HZ 1MS GAMING MONITOR D2719HGF LED LCD Black HDMI, DP | condicion usado: 100% | observaciones: 10",OBSOLETO,2,0.5,obsoleto,"Dell 144HZ 1MS GAMING MONITOR D2719HGF LED LCD Black HDMI, DP",,,10,110.0,0.0,,1.0,ebay_usa,ebay_usa
v1|205115927639|0,ASUS - TUF GAMING X870-PLUS WIFI (Socket AM5) AMD X870 ATX DDR5 Wi-Fi 7 Mothe... | observaciones: 10,VIGENTE,0,1.0,vigente,ASUS - TUF GAMING X870-PLUS WIFI (Socket AM5) AMD X870 ATX DDR5 Wi-Fi 7 Mothe...,,,10,279.98999999999995,0.0,,0.0,ebay_usa,ebay_usa
v1|387518377676|0,"asus tuf f15 gaming laptop, i7-12700H, rtx 4060, 16gb ram, 1tb ssd storage | condicion usado: 100% | observaciones: 10",EN_RIESGO,1,1.0,en_riesgo_usado_protegido,"asus tuf f15 gaming laptop, i7-12700H, rtx 4060, 16gb ram, 1tb ssd storage",,,10,1022.655,0.41,,1.0,ebay_usa,ebay_usa
v1|137493513718|0,SAMSUNG 27” ODYSSEY OLED G5 QHD & QD-OLED MONITOR S27FG500SNXZA - BLACK | precio bajando: 1.9% | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,SAMSUNG 27” ODYSSEY OLED G5 QHD & QD-OLED MONITOR S27FG500SNXZA - BLACK,,,10,423.657,-1.9,,1.0,ebay_usa,ebay_usa
v1|366323499151|0,MSI Thin A15 Gaming Laptop RTX 4060 Ryzen 7 16GB RAM 1TB SSD 144Hz | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,MSI Thin A15 Gaming Laptop RTX 4060 Ryzen 7 16GB RAM 1TB SSD 144Hz,,,10,816.141,0.41,,1.0,ebay_usa,ebay_usa
v1|127974567184|0,SAMSUNG 32GB PC4-2666V Laptop Ram / SO-DIMM Memory - M471A4G43MB1 -CTD | condicion usado: 100% | observaciones: 3,OBSOLETO,2,0.5,obsoleto,SAMSUNG 32GB PC4-2666V Laptop Ram / SO-DIMM Memory - M471A4G43MB1 -CTD,,,3,99.99,0.0,,1.0,ebay_usa,ebay_usa
v1|396417141750|0,ASUS ROG STRIX GeForce RTX 4070 Ti SUPER O16G-GAMING GPU Graphics Card | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,ASUS ROG STRIX GeForce RTX 4070 Ti SUPER O16G-GAMING GPU Graphics Card,,,10,1300.0,0.0,,1.0,ebay_usa,ebay_usa
v1|146997519591|0,Corsair HX850 850W Semi-Modular ATX Power Supply 80 Plus Gold | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Corsair HX850 850W Semi-Modular ATX Power Supply 80 Plus Gold,,,10,60.0,0.0,,1.0,ebay_usa,ebay_usa
v1|388693579077|0,GIGABYTE GeForce RTX 4060 Ti EAGLE 8GB GDDR6 Graphics Card | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,GIGABYTE GeForce RTX 4060 Ti EAGLE 8GB GDDR6 Graphics Card,,,10,320.0,0.0,,1.0,ebay_usa,ebay_usa
v1|147235896962|0,MSI PRO B650-P WiFi ProSeries Motherboard *READ DESC* PC1722993 | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,MSI PRO B650-P WiFi ProSeries Motherboard *READ DESC* PC1722993,,,10,75.889,,,1.0,ebay_usa,ebay_usa
v1|147345406470|0,8 GB DDR4 RAM 2400mhz G Skill Ripjaws | precio bajando: 9.4% | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,8 GB DDR4 RAM 2400mhz G Skill Ripjaws,,,10,31.089999999999996,-9.38,,1.0,ebay_usa,ebay_usa
v1|168323288554|0,"GIGABYTE X870 EAGLE WIFI7 AM5 DDR5 AMD, UNTESTED PARTS/REPAIRS | observaciones: 10",VIGENTE,0,1.0,vigente,"GIGABYTE X870 EAGLE WIFI7 AM5 DDR5 AMD, UNTESTED PARTS/REPAIRS",,,10,69.99,0.0,,0.0,ebay_usa,ebay_usa
v1|396417141529|0,ASUS ROG STRIX GeForce RTX 4070 Ti SUPER O16G-GAMING GPU Graphics Card | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,ASUS ROG STRIX GeForce RTX 4070 Ti SUPER O16G-GAMING GPU Graphics Card,,,10,1300.0,0.0,,1.0,ebay_usa,ebay_usa
v1|298467663002|0,Gigabyte GeForce RTX 4060 Windforce OC 8GB GDDR6 Graphics Card GV-N4060WF20C-8GD | precio bajando: 10.0% | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,Gigabyte GeForce RTX 4060 Windforce OC 8GB GDDR6 Graphics Card GV-N4060WF20C-8GD,,,10,283.48999999999995,-10.0,,1.0,ebay_usa,ebay_usa
v1|358800919268|0,Micron 8GB DDR4-PC4-21300U (DDR4-2666) Non-ECC UDIMM RAM MTA8ATF1G64AZ-2G6E1 #2 | condicion usado: 100% | observaciones: 5,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,Micron 8GB DDR4-PC4-21300U (DDR4-2666) Non-ECC UDIMM RAM MTA8ATF1G64AZ-2G6E1 #2,,,5,25.0,0.0,,1.0,ebay_usa,ebay_usa
v1|158036712941|0,"64gb DDR5 5600 MHz Ram, open box, 2x32gb Sticks | precio bajando: 8.3% | condicion usado: 100% | observaciones: 3",OBSOLETO,2,0.5,obsoleto,"64gb DDR5 5600 MHz Ram, open box, 2x32gb Sticks",,,3,583.3333333333334,-8.33,,1.0,ebay_usa,ebay_usa
v1|398053803723|0,Micron Crucial 64GB (2x32GB) RAM DDR5 5600MHz 878184 Laptop Ram | precio bajando: 5.1% | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Micron Crucial 64GB (2x32GB) RAM DDR5 5600MHz 878184 Laptop Ram,,,10,676.49,-5.09,,1.0,ebay_usa,ebay_usa
v1|397722829565|0,SK Hynix 8GB DDR4 2666MHz ECC REG RDIMM Server RAM 1Rx8 - HMA81GR7AFR8N-VK | condicion usado: 100% | observaciones: 5,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,SK Hynix 8GB DDR4 2666MHz ECC REG RDIMM Server RAM 1Rx8 - HMA81GR7AFR8N-VK,,,5,38.0,0.0,,1.0,ebay_usa,ebay_usa
v1|127975007599|0,Gigabyte GeForce RTX 4060 WindForce 8GB GDDR6 Graphics Card | precio bajando: 10.0% | condicion usado: 100% | observaciones: 3,EN_RIESGO,1,0.833,en_riesgo_usado_protegido,Gigabyte GeForce RTX 4060 WindForce 8GB GDDR6 Graphics Card,,,3,265.99,-10.0,,1.0,ebay_usa,ebay_usa
v1|358791983654|0,SK Hynix 8GB DDR4 Desktop RAM PC4-2400T HMA81GU6AFR8N-UH 288-Pin UDIMM Memory | condicion usado: 100% | observaciones: 7,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,SK Hynix 8GB DDR4 Desktop RAM PC4-2400T HMA81GU6AFR8N-UH 288-Pin UDIMM Memory,,,7,22.5,0.0,,1.0,ebay_usa,ebay_usa
151242835,"Computadora Enovu Ryzen 7 8700G RX-270 16GB 500GB SSD 24"" Radeon Graphics Windows 11 Pro | precio subiendo: 2.0% | marca: amd | categoria: PROCESADORES | observaciones: 13",VIGENTE,0,1.0,vigente,"Computadora Enovu Ryzen 7 8700G RX-270 16GB 500GB SSD 24"" Radeon Graphics Windows 11 Pro",AMD,procesadores,13,2209.889090909091,2.01,0.0,0.0,falabella_pe,falabella_pe
B0DPY43LJC,"msi MPG Z890I Edge TI WiFi Motherboard, Mini-ITX - Supports Intel Core Ultra Processors (Series 2), LGA 1851-110A SPS VRM, DDR5 Memory Boost (8600+ MT/s OC), PCIe 5.0 x16, M.2 Gen5, Wi-Fi 7, 5G LAN | categoria: MOTHERBOARD | observaciones: 3",VIGENTE,0,1.0,vigente,"msi MPG Z890I Edge TI WiFi Motherboard, Mini-ITX - Supports Intel Core Ultra Processors (Series 2), LGA 1851-110A SPS VRM, DDR5 Memory Boost (8600+ MT/s OC), PCIe 5.0 x16, M.2 Gen5, Wi-Fi 7, 5G LAN",,MOTHERBOARD,3,149.53666666666666,,,0.0,amazon_usa,amazon_usa
152519881,"Laptop LOQ Essential 15ARP10E AMD Ryzen 7 7735HS 16GB RAM 512GB SSD RTX 3050-6GB 15.6"" FHD | marca: lenovo | categoria: TARJETAS_VIDEO | observaciones: 5",EN_RIESGO,1,0.667,en_riesgo,"Laptop LOQ Essential 15ARP10E AMD Ryzen 7 7735HS 16GB RAM 512GB SSD RTX 3050-6GB 15.6"" FHD",LENOVO,tarjetas_video,5,1471.284,-0.17,0.0,0.0,falabella_pe,falabella_pe
v1|365652680192|0,MSI GeForce RTX 4070 Ti SUPRIM X 12GB GDDR6X Graphics Card | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,MSI GeForce RTX 4070 Ti SUPRIM X 12GB GDDR6X Graphics Card,,,10,950.0,0.0,,1.0,ebay_usa,ebay_usa
v1|127769920996|0,Micron 8GB 1Rx8 PC4 - 2133P-UBB-10 MTA16ATF1G64AZ-2G1A2 | condicion usado: 100% | observaciones: 7,OBSOLETO,2,0.5,obsoleto,Micron 8GB 1Rx8 PC4 - 2133P-UBB-10 MTA16ATF1G64AZ-2G1A2,,,7,34.9,0.0,,1.0,ebay_usa,ebay_usa
v1|397228106164|0,Gigabyte B650 Gaming X AX Rev 1.5 ATX AM5 motherboard (READ DESCRIPTION) | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Gigabyte B650 Gaming X AX Rev 1.5 ATX AM5 motherboard (READ DESCRIPTION),,,10,75.0,0.0,,1.0,ebay_usa,ebay_usa
v1|388575389320|0,Intel Core i5-13600K 12-core 20-thread LGA-1700 SRMBD 3.50GHz CPU processor | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,Intel Core i5-13600K 12-core 20-thread LGA-1700 SRMBD 3.50GHz CPU processor,,,10,329.5,0.0,,1.0,ebay_usa,ebay_usa
v1|406418978660|0,Acer ED273 Curved 27” 1920x1080 G-SYNC 144Hz Gaming Monitor UM.HE3AA.A01 | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Acer ED273 Curved 27” 1920x1080 G-SYNC 144Hz Gaming Monitor UM.HE3AA.A01,,,10,149.99,0.0,,1.0,ebay_usa,ebay_usa
v1|377294125675|0,ASUS PRIME Z790-P WIFI ATX Intel LGA 1700 Z790 M.2 Desktop Motherboard | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,ASUS PRIME Z790-P WIFI ATX Intel LGA 1700 Z790 M.2 Desktop Motherboard,,,10,100.0,0.0,,1.0,ebay_usa,ebay_usa
v1|127787686428|0,Silicon Power SP032GBLVU480F02 32GB DDR5 4800 MHz Desktop Memory | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Silicon Power SP032GBLVU480F02 32GB DDR5 4800 MHz Desktop Memory,,,10,299.98999999999995,0.0,,1.0,ebay_usa,ebay_usa
B0F9FPMNF2,"[2025] MSI Aegis RS2 AI A2NVP7-1480US (Intel Core Ultra 7 265K, 32GB DDR5 RAM, 2TB NVMe SSD, NVIDIA GeForce RTX 5070, Windows 11) Gaming Desktop PC | categoria: CPU | observaciones: 11",VIGENTE,0,1.0,vigente,"[2025] MSI Aegis RS2 AI A2NVP7-1480US (Intel Core Ultra 7 265K, 32GB DDR5 RAM, 2TB NVMe SSD, NVIDIA GeForce RTX 5070, Windows 11) Gaming Desktop PC",,CPU,11,2426.894545454545,,,0.0,amazon_usa,amazon_usa
v1|298449116434|0,"MSI Cyborg 15 A12VF Gaming Laptop–i7-12650H, RTX 4060, 64GB DDR5, 2TB SSD, 144Hz | precio bajando: 2.7% | condicion usado: 100% | observaciones: 8",EN_RIESGO,1,1.0,en_riesgo_usado_protegido,"MSI Cyborg 15 A12VF Gaming Laptop–i7-12650H, RTX 4060, 64GB DDR5, 2TB SSD, 144Hz",,,8,964.25,-2.67,,1.0,ebay_usa,ebay_usa
v1|306438353997|0,Hynix 512MB DDR2 PC2-5300F 667MHz ECC Server Memory HYMP564F72CP8N3-Y5 *LOT of 6 | condicion usado: 100% | observaciones: 10,OBSOLETO,2,1.0,obsoleto,Hynix 512MB DDR2 PC2-5300F 667MHz ECC Server Memory HYMP564F72CP8N3-Y5 *LOT of 6,,,10,27.0,0.0,,1.0,ebay_usa,ebay_usa
v1|406982551782|0,SAPPHIRE Radeon RX 9070 XT NITRO+ OC 16GB GDDR6 PCIe 5.0 Graphics Card | observaciones: 10,VIGENTE,0,1.0,vigente,SAPPHIRE Radeon RX 9070 XT NITRO+ OC 16GB GDDR6 PCIe 5.0 Graphics Card,,,10,1197.2099999999998,0.0,,0.0,ebay_usa,ebay_usa
v1|406481150819|0,New Crucial 32GB Kit 2 x 16GB 262-Pin DDR5 SODIMM 5600 PC5 44800 Laptop Memory | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,New Crucial 32GB Kit 2 x 16GB 262-Pin DDR5 SODIMM 5600 PC5 44800 Laptop Memory,,,10,310.0,0.0,,1.0,ebay_usa,ebay_usa
v1|377362297026|0,GIGABYTE X870 EAGLE WIFI7 ATX AM5 DDR5 Gaming Motherboard w/ M.2 PCIe | observaciones: 3,VIGENTE,0,1.0,vigente,GIGABYTE X870 EAGLE WIFI7 ATX AM5 DDR5 Gaming Motherboard w/ M.2 PCIe,,,3,165.0,0.0,,0.0,ebay_usa,ebay_usa
v1|318577045438|0,"GIGABYTE X870 Eagle WIFI7 AMD AM5 LGA 1718 Motherboard, ATX, DDR5 | precio bajando: 5.0% | condicion usado: 100% | observaciones: 10",VIGENTE,0,1.0,vigente_usado_protegido,"GIGABYTE X870 Eagle WIFI7 AMD AM5 LGA 1718 Motherboard, ATX, DDR5",,,10,197.95,-5.0,,1.0,ebay_usa,ebay_usa
v1|397961070835|0,ASUS Dual GeForce RTX 4060 8GB GDDR6 Graphics Card – DLSS 3 – Ray Tracing – Exce | condicion usado: 100% | observaciones: 6,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,ASUS Dual GeForce RTX 4060 8GB GDDR6 Graphics Card – DLSS 3 – Ray Tracing – Exce,,,6,300.0,0.0,,1.0,ebay_usa,ebay_usa
v1|407072633543|0,Gigabyte Radeon RX 9070 Windforce OC 16GB GDDR6 GV-R9070GAMINGOC-16GD | condicion usado: 100% | observaciones: 6,OBSOLETO,2,0.5,obsoleto,Gigabyte Radeon RX 9070 Windforce OC 16GB GDDR6 GV-R9070GAMINGOC-16GD,,,6,599.9899999999999,0.0,,1.0,ebay_usa,ebay_usa
B0GK2R9YNN,"Quiet Rackmount Computer (3.7-5.7GHz Intel Ultra 9 285K CPU, RTX 5080, 32GB DDR5 RAM, 2TB SSD, W11Pro) - 4U Rack Mount Server or Workstation Desktop PC for Home, Business and Gaming | precio bajando: 1.3% | categoria: CPU | observaciones: 9",VIGENTE,0,1.0,vigente,"Quiet Rackmount Computer (3.7-5.7GHz Intel Ultra 9 285K CPU, RTX 5080, 32GB DDR5 RAM, 2TB SSD, W11Pro) - 4U Rack Mount Server or Workstation Desktop PC for Home, Business and Gaming",,CPU,9,3772.212222222222,-1.32,,0.0,amazon_usa,amazon_usa
145505723,"Laptop A16 FA608PP-TU127 AMD Ryzen 9 8940HX Ram 16 Gb SSD 512Gb RTX 5070 8Gb 16""WUXGA Win 11 | precio bajando: 4.5% | marca: asus | categoria: MOUSE | observaciones: 13",VIGENTE,0,1.0,vigente,"Laptop A16 FA608PP-TU127 AMD Ryzen 9 8940HX Ram 16 Gb SSD 512Gb RTX 5070 8Gb 16""WUXGA Win 11",ASUS,mouse,13,4016.255454545455,-4.46,0.0,0.0,falabella_pe,falabella_pe
B086BYYFG5,"CoolerMaster MasterLiquid ML240L RGB V2, Close-Loop AIO CPU Liquid Cooler, Gen3 Dual Chamber Pump, 240mm Radiator, SickleFlow 120 PWM ARGB, AMD Ryzen AM5/AM4, Intel LGA1700/1200 (MLW-D24M-A18PC-R2) | categoria: COOLER | observaciones: 13",EN_RIESGO,1,0.667,en_riesgo,"CoolerMaster MasterLiquid ML240L RGB V2, Close-Loop AIO CPU Liquid Cooler, Gen3 Dual Chamber Pump, 240mm Radiator, SickleFlow 120 PWM ARGB, AMD Ryzen AM5/AM4, Intel LGA1700/1200 (MLW-D24M-A18PC-R2)",,COOLER,13,96.35076923076925,-0.62,,0.0,amazon_usa,amazon_usa
v1|397864229710|0,ASUS TUF Gaming B650-PLUS Wi-Fi Socket LGA 1700 AMD ATX Gaming Motherboard | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,ASUS TUF Gaming B650-PLUS Wi-Fi Socket LGA 1700 AMD ATX Gaming Motherboard,,,10,92.0,0.0,,1.0,ebay_usa,ebay_usa
v1|158076053574|0,Micron 8GB 2Rx8 PC4-2133P Desktop RAM **Lot of 4** | precio bajando: 6.7% | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Micron 8GB 2Rx8 PC4-2133P Desktop RAM **Lot of 4**,,,10,73.0,-6.67,,1.0,ebay_usa,ebay_usa
v1|406800483785|0,Lemokey X3 Mechanical Gaming Keyboard Full Size Wired Illuminated Black Red | condicion usado: 100% | observaciones: 10,OBSOLETO,2,0.5,obsoleto,Lemokey X3 Mechanical Gaming Keyboard Full Size Wired Illuminated Black Red,,,10,19.990000000000002,0.0,,1.0,ebay_usa,ebay_usa
v1|198287102538|0,"Samsung Odyssey G7 G70D 27"" Gaming Monitor - 4K / IPS / 144Hz / 1ms / G-Sync | precio bajando: 30.0% | condicion usado: 100% | observaciones: 10",OBSOLETO,2,0.833,obsoleto,"Samsung Odyssey G7 G70D 27"" Gaming Monitor - 4K / IPS / 144Hz / 1ms / G-Sync",,,10,395.0,-30.0,,1.0,ebay_usa,ebay_usa
v1|375458984331|0,For ASRock Z790 PG Lightning Desktop Motherboard Intel Z790 LGA1700 ATX DDR5 | condicion usado: 100% | observaciones: 10,EN_RIESGO,1,0.667,en_riesgo_usado_protegido,For ASRock Z790 PG Lightning Desktop Motherboard Intel Z790 LGA1700 ATX DDR5,,,10,239.36999999999998,0.0,,1.0,ebay_usa,ebay_usa
v1|800250410026|0,"Musetex K2 ATX Gaming PC Case 6 RGB PWM fans Pre-Installed, Type-C Mid Tower | precio bajando: 27.9% | condicion usado: 100% | observaciones: 4",OBSOLETO,2,0.833,obsoleto,"Musetex K2 ATX Gaming PC Case 6 RGB PWM fans Pre-Installed, Type-C Mid Tower",,,4,38.730000000000004,-27.95,,1.0,ebay_usa,ebay_usa
