texto,label,label_id,confianza,title,brand,category,source,price_usd,sku,vector_idx
CPU Gamer AMD 9 7900X 32GB DDR5 1TB RTX5070 12GB RGB MI PC LISTA | marca: ryzen | categoria: PROCESADORES | fuente: falabella_pe,VIGENTE,0,1.0,CPU Gamer AMD 9 7900X 32GB DDR5 1TB RTX5070 12GB RGB MI PC LISTA,RYZEN,procesadores,falabella_pe,,148643058,1374
Tarjeta de Video DUAL -RTX5060-O8G-EVO 8GB GDDR7 PCIe 5.0 | marca: asus | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 735.5 USD,VIGENTE,0,1.0,Tarjeta de Video DUAL -RTX5060-O8G-EVO 8GB GDDR7 PCIe 5.0,ASUS,tarjetas_video,falabella_pe,735.54,154952734,1375
Original genuine W971GG6SB25I WBGA-84 1G-bits DDR2 SDRAM memory chip | categoria: CPU | fuente: aliexpress | precio: 15.0 USD,OBSOLETO,2,0.333,Original genuine W971GG6SB25I WBGA-84 1G-bits DDR2 SDRAM memory chip,,CPU,aliexpress,15.01,3256808485932749,1376
Tarjeta De Video Geforce Rtx 5060 Gaming Oc 8 Gb Gddr7 Pcie 5.0 Alto Rendimiento | marca: msi | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 1014.5 USD,VIGENTE,0,1.0,Tarjeta De Video Geforce Rtx 5060 Gaming Oc 8 Gb Gddr7 Pcie 5.0 Alto Rendimiento,Msi,tarjetas_video,falabella_pe,1014.45,151847638,1377
Computadora PC Gamer RYZEN 7 7700X RAM 32GB DDR5 SSD 1TB GRAFICA RTX 5070 12GB | marca: amd | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 3090.5 USD,VIGENTE,0,1.0,Computadora PC Gamer RYZEN 7 7700X RAM 32GB DDR5 SSD 1TB GRAFICA RTX 5070 12GB,AMD,tarjetas_video,falabella_pe,3090.51,143360641,1378
"MSI MAG Coreliquid A13 360 - AIO ARGB CPU Liquid Cooler - 360mm Radiator - LGA 1700/1851 / AM5/AM4 Compatible - Triple 120mm ARGB PWM Fans, Black | categoria: COOLER | fuente: amazon_usa | precio: 90.0 USD",EN_RIESGO,1,0.667,"MSI MAG Coreliquid A13 360 - AIO ARGB CPU Liquid Cooler - 360mm Radiator - LGA 1700/1851 / AM5/AM4 Compatible - Triple 120mm ARGB PWM Fans, Black",,COOLER,amazon_usa,89.99,B0DM4BRSV5,1379
SSD NV3 2TB SSD M.2 2280 PCIe 4.0 NVMe Alta Capacidad | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe | precio: 410.8 USD,EN_RIESGO,1,0.667,SSD NV3 2TB SSD M.2 2280 PCIe 4.0 NVMe Alta Capacidad,KINGSTON,discos_ssd,falabella_pe,410.81,151581442,1380
Disco Solido SSD MP600 Force Series 500GB M2 2280 NVMe PCIe 4.0 Lectura 4950MB/s | marca: corsair | categoria: DISCOS_SSD | fuente: falabella_pe | precio: 205.1 USD,EN_RIESGO,1,0.667,Disco Solido SSD MP600 Force Series 500GB M2 2280 NVMe PCIe 4.0 Lectura 4950MB/s,CORSAIR,discos_ssd,falabella_pe,205.11,152558500,1381
Gigabyte X870E AORUS ELITE WIFI7 AMD Socket AM5 DDR5 ATX Motherboard PCIe 5.0 | fuente: ebay_usa | precio: 208.5 USD,VIGENTE,0,1.0,Gigabyte X870E AORUS ELITE WIFI7 AMD Socket AM5 DDR5 ATX Motherboard PCIe 5.0,,,ebay_usa,208.48,v1|257606519856|0,1382
"Panorama XL RTX 5090, 24-Core Ultra 9 285K, 128GB DDR5 RAM, 4TB NVMe T710 Gen5 SSD + 6TB HDD, WiFi 6E, HDMI, 3-Yr Warranty. Windows 11 Pro, Liquid Cooled Prebuilt Computer Gaming Desktop for Gamers | categoria: CPU | fuente: amazon_usa | precio: 8900.0 USD",VIGENTE,0,1.0,"Panorama XL RTX 5090, 24-Core Ultra 9 285K, 128GB DDR5 RAM, 4TB NVMe T710 Gen5 SSD + 6TB HDD, WiFi 6E, HDMI, 3-Yr Warranty. Windows 11 Pro, Liquid Cooled Prebuilt Computer Gaming Desktop for Gamers",,CPU,amazon_usa,8899.99,B0G4SN72F6,1383
Sceptre 27 4K Gaming LED Monitor Ultra HD Black with Stand & Cables Used Great | fuente: ebay_usa | precio: 110.3 USD,OBSOLETO,2,0.333,Sceptre 27 4K Gaming LED Monitor Ultra HD Black with Stand & Cables Used Great,,,ebay_usa,110.33,,1384
Switch Modelo OLED - Reacondicionado | marca: nintendo | categoria: VIDEOJUEGOS | fuente: falabella_pe,OBSOLETO,2,0.333,Switch Modelo OLED - Reacondicionado,Nintendo,videojuegos,falabella_pe,,150488943,1385
"""READ"" MSI MAG X870 TOMAHAWK WIFI AMD AM5 DDR5 PCIe 5.0 ATX Motherboard | fuente: ebay_usa | precio: 169.0 USD",VIGENTE,0,1.0,"""READ"" MSI MAG X870 TOMAHAWK WIFI AMD AM5 DDR5 PCIe 5.0 ATX Motherboard",,,ebay_usa,169.0,v1|206317785234|0,1386
New 5xESD DIMM RAM Memory Trays with Lid /Fits 50pcs DDR/DDR2/DDR3/DDR4 Desktop | fuente: ebay_usa | precio: 32.0 USD,OBSOLETO,2,0.667,New 5xESD DIMM RAM Memory Trays with Lid /Fits 50pcs DDR/DDR2/DDR3/DDR4 Desktop,,,ebay_usa,32.03,v1|157832079765|0,1387
PC de Escritorio ThinkCentre M710e SFF Core i5 8GB RAM 500GB Windows 10 - Reacondicionado | marca: lenovo | categoria: COMPUTADORAS | fuente: falabella_pe | precio: 294.6 USD,OBSOLETO,2,0.333,PC de Escritorio ThinkCentre M710e SFF Core i5 8GB RAM 500GB Windows 10 - Reacondicionado,LENOVO,computadoras,falabella_pe,294.56,154377940,1388
Dell G16 7630 Gaming Laptop PC Intel i9-13th 16GB Ram 1TB NVMe SSD RTX 4060 8GB. | fuente: ebay_usa | precio: 1129.9 USD,EN_RIESGO,1,0.667,Dell G16 7630 Gaming Laptop PC Intel i9-13th 16GB Ram 1TB NVMe SSD RTX 4060 8GB.,,,ebay_usa,1129.93,v1|296936707441|0,1389
TARJETA DE VIDEO NVIDIA GEFORCE 210 1GB DDR3 64-BIT | marca: msi | categoria: TARJETAS_VIDEO | fuente: falabella_pe,OBSOLETO,2,0.333,TARJETA DE VIDEO NVIDIA GEFORCE 210 1GB DDR3 64-BIT,Msi,tarjetas_video,falabella_pe,,130659628,1390
ASUS B650E-E TUF GAMING WIFI AMD AM5 ATX DDR5 PCIe 5.0 Desktop Motherboard Used | fuente: ebay_usa | precio: 130.5 USD,VIGENTE,0,1.0,ASUS B650E-E TUF GAMING WIFI AMD AM5 ATX DDR5 PCIe 5.0 Desktop Motherboard Used,,,ebay_usa,130.5,v1|227149459973|0,1391
Intel Xeon E5 2697V3 2697 V3 processor 14-core 2.60GHZ 35MB 22nm LGA 2011-3 TDP 145W CPU | categoria: CPU | fuente: aliexpress | precio: 15.9 USD,OBSOLETO,2,0.333,Intel Xeon E5 2697V3 2697 V3 processor 14-core 2.60GHZ 35MB 22nm LGA 2011-3 TDP 145W CPU,,CPU,aliexpress,15.86,3256801929472054,1392
"Tarjeta de video GeForce RTX 5070 EAGLE OC ICE SFF 12, 12 GB GDDR7, PCIe Gen 5.0 | marca: gigabyte | categoria: TARJETAS_VIDEO | fuente: falabella_pe",VIGENTE,0,1.0,"Tarjeta de video GeForce RTX 5070 EAGLE OC ICE SFF 12, 12 GB GDDR7, PCIe Gen 5.0",GIGABYTE,tarjetas_video,falabella_pe,,154327535,1393
"HP OMEN 14"" 3K Intel Core Ultra 7 NVIDIA RTX 5060 16 GB 1TB SSD - Ceramic White | fuente: ebay_usa | precio: 1334.0 USD",VIGENTE,0,1.0,"HP OMEN 14"" 3K Intel Core Ultra 7 NVIDIA RTX 5060 16 GB 1TB SSD - Ceramic White",,,ebay_usa,1334.0,v1|267684404067|0,1394
SSD NV3 500GB M.2 2230 PCIE 4.0 NVME SNV3SM3-500G | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe,EN_RIESGO,1,0.667,SSD NV3 500GB M.2 2230 PCIE 4.0 NVME SNV3SM3-500G,KINGSTON,discos_ssd,falabella_pe,,152881460,1395
AMD RADEON R938G2401U2S 8GB DDR3 PC3-2400 1.6v | fuente: ebay_usa | precio: 30.0 USD,OBSOLETO,2,0.667,AMD RADEON R938G2401U2S 8GB DDR3 PC3-2400 1.6v,,,ebay_usa,30.0,v1|327018523485|0,1396
"Laptop Gamer Nitro Lite Intel Core I5-13420H RTX 4050 16 GB RAM 512 GB SSD 16"" Wuxga 165Hz Nvidia Geforce | marca: acer | categoria: LAPTOPS | fuente: falabella_pe | precio: 1378.9 USD",EN_RIESGO,1,0.667,"Laptop Gamer Nitro Lite Intel Core I5-13420H RTX 4050 16 GB RAM 512 GB SSD 16"" Wuxga 165Hz Nvidia Geforce",ACER,laptops,falabella_pe,1378.94,883834751,1397
AMD RADEON R938G2401U2S 8GB DDR3 PC3-2400 1.6v | fuente: ebay_usa | precio: 30.0 USD,OBSOLETO,2,0.667,AMD RADEON R938G2401U2S 8GB DDR3 PC3-2400 1.6v,,,ebay_usa,30.0,v1|327018523485|0,1398
DIERYA DK63 Wireless Mechanical Gaming Keyboard Black - GREAT CONDITION- USED | fuente: ebay_usa | precio: 20.0 USD,OBSOLETO,2,0.333,DIERYA DK63 Wireless Mechanical Gaming Keyboard Black - GREAT CONDITION- USED,,,ebay_usa,20.0,,1399
Sk Hynix 8GB 1Rx8 PC4 - 2400T-UA1-11 HMA81GU6MFR8N-UH Used | fuente: ebay_usa | precio: 32.4 USD,OBSOLETO,2,0.333,Sk Hynix 8GB 1Rx8 PC4 - 2400T-UA1-11 HMA81GU6MFR8N-UH Used,,,ebay_usa,32.4,,1400
"Samsung 990 PRO NVMe M.2 SSD, 2 TB, PCIe 4.0, 7,450 MB/s Read, 6,900 MB/s Write, Internal SSD, for Gaming and Video Editing, MZ-V9P2T0BW | categoria: SSD | fuente: amazon_usa | precio: 374.9 USD",EN_RIESGO,1,0.667,"Samsung 990 PRO NVMe M.2 SSD, 2 TB, PCIe 4.0, 7,450 MB/s Read, 6,900 MB/s Write, Internal SSD, for Gaming and Video Editing, MZ-V9P2T0BW",,SSD,amazon_usa,374.95,B0B9C4DKKG,1401
Computadora PC Gamer Core I7 Ram16GB HDD1TB+SSD 480GB Video RX 580 8GB Monitor27 | marca: intel | categoria: TARJETAS_VIDEO | fuente: falabella_pe,OBSOLETO,2,0.333,Computadora PC Gamer Core I7 Ram16GB HDD1TB+SSD 480GB Video RX 580 8GB Monitor27,INTEL,tarjetas_video,falabella_pe,,113939917,1402
"Thermalright Frozen Notte 360 Black ARGB Water Cooling CPU Cooler, 360 Black CPU Cooler Specifications, 3×120mm PWM Fans, S-FDB V2 Bearings, Suitable for AMD/AM4, Intel LGA 1700/1150/1200/2011/2066 | categoria: COOLER | fuente: amazon_usa | precio: 49.0 USD",EN_RIESGO,1,0.667,"Thermalright Frozen Notte 360 Black ARGB Water Cooling CPU Cooler, 360 Black CPU Cooler Specifications, 3×120mm PWM Fans, S-FDB V2 Bearings, Suitable for AMD/AM4, Intel LGA 1700/1150/1200/2011/2066",,COOLER,amazon_usa,48.95,B0BKK78R71,1403
"Computadora Enovu Core Ultra 9 285 32GB 2TB SSD 27"" RTX 5070 Ti 16GB Windows 11 Pro | marca: intel | categoria: COMPUTADORAS | fuente: falabella_pe | precio: 7249.1 USD",VIGENTE,0,1.0,"Computadora Enovu Core Ultra 9 285 32GB 2TB SSD 27"" RTX 5070 Ti 16GB Windows 11 Pro",INTEL,computadoras,falabella_pe,7249.15,152189901,1404
"GIGABYTE X870 GAMING X WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0, USB4, | fuente: ebay_usa | precio: 180.0 USD",VIGENTE,0,1.0,"GIGABYTE X870 GAMING X WIFI7 AM5 LGA 1718, ATX, DDR5, 4x M.2, PCIe 5.0, USB4,",,,ebay_usa,180.0,v1|198184571680|0,1405
"PC GAMER AMD RYZEN 5 5500, 16GB (2X8GB), SSD 512GB, RTX3050 6GB, 600W, RGB. | marca: amd corp | categoria: PROCESADORES | fuente: falabella_pe | precio: 883.4 USD",EN_RIESGO,1,0.667,"PC GAMER AMD RYZEN 5 5500, 16GB (2X8GB), SSD 512GB, RTX3050 6GB, 600W, RGB.",AMD CORP,procesadores,falabella_pe,883.38,155291811,1406
SSD NV3 2TB SSD M.2 2280 PCIe 4.0 NVMe Alta Capacidad | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe,EN_RIESGO,1,0.667,SSD NV3 2TB SSD M.2 2280 PCIe 4.0 NVMe Alta Capacidad,KINGSTON,discos_ssd,falabella_pe,,152116054,1407
Corsair Vengeance CMZ8GX3M2A1600C9 DDR3 PC3-12800u (4) x 4GB = 16GB Desktop RAM | fuente: ebay_usa | precio: 30.0 USD,OBSOLETO,2,0.667,Corsair Vengeance CMZ8GX3M2A1600C9 DDR3 PC3-12800u (4) x 4GB = 16GB Desktop RAM,,,ebay_usa,29.99,v1|127831476599|0,1408
MSI Katana 15.6'' 144Hz FHD Gaming Laptop i7-13620H 16GB 1TB SSD RTX 4060 | fuente: ebay_usa | precio: 900.0 USD,EN_RIESGO,1,0.667,MSI Katana 15.6'' 144Hz FHD Gaming Laptop i7-13620H 16GB 1TB SSD RTX 4060,,,ebay_usa,900.0,,1409
Corsair Vengeance 8GB (2x4GB) DDR3 1600MHz PC3-12800 RAM ver 4.23 Kit | fuente: ebay_usa | precio: 25.0 USD,OBSOLETO,2,0.667,Corsair Vengeance 8GB (2x4GB) DDR3 1600MHz PC3-12800 RAM ver 4.23 Kit,,,ebay_usa,24.99,v1|397833127346|0,1410
Zotac NVIDIA GeForce RTX 5070 SOLID 12GB GDDR7 PCIe 5.0 x16 Gaming Graphics Card | fuente: ebay_usa | precio: 829.0 USD,VIGENTE,0,1.0,Zotac NVIDIA GeForce RTX 5070 SOLID 12GB GDDR7 PCIe 5.0 x16 Gaming Graphics Card,,,ebay_usa,829.0,v1|236291109665|0,1411
Computadora PC Gamer Core i7 12700KF RAM DDR5 32GB SSD 1TB GRAFICA RTX 5060 8GB | marca: intel | categoria: COMPUTADORAS | fuente: falabella_pe | precio: 2359.9 USD,VIGENTE,0,1.0,Computadora PC Gamer Core i7 12700KF RAM DDR5 32GB SSD 1TB GRAFICA RTX 5060 8GB,INTEL,computadoras,falabella_pe,2359.88,144617784,1412
"msi PRO B760M-P DDR4 ProSeries Motherboard (Supports 12th/13th/14th Gen Intel Processors, LGA 1700, DDR4, PCIe 4.0, M.2, USB 3.2 Gen2, HDMI/DP, mATX) | categoria: MOTHERBOARD | fuente: amazon_usa | precio: 95.8 USD",EN_RIESGO,1,1.0,"msi PRO B760M-P DDR4 ProSeries Motherboard (Supports 12th/13th/14th Gen Intel Processors, LGA 1700, DDR4, PCIe 4.0, M.2, USB 3.2 Gen2, HDMI/DP, mATX)",,MOTHERBOARD,amazon_usa,95.77,B0BZ9T4KF6,1413
"SIX NVME X7400 M.2 SSD PCIe 4.0-512GB m.2 2280 ssd, Read UP to 5000MB/s for Gaming PS5 Memory Storage Expansion with Heatsink, Internal Solid State Hard Drive PCIe gen 4x4 Nvme for Laptop Desktop pc | categoria: SSD | fuente: amazon_usa | precio: 93.0 USD",EN_RIESGO,1,0.667,"SIX NVME X7400 M.2 SSD PCIe 4.0-512GB m.2 2280 ssd, Read UP to 5000MB/s for Gaming PS5 Memory Storage Expansion with Heatsink, Internal Solid State Hard Drive PCIe gen 4x4 Nvme for Laptop Desktop pc",,SSD,amazon_usa,92.99,B0FGQJ2C32,1414
CPU HP PRODESK MINI 400 G5 INTEL CI7 9NA 32GB RAM 512GB SSD REACONDICIONADA | marca: hp | categoria: COMPUTADORAS | fuente: ripley_pe | precio: 554.3 USD,OBSOLETO,2,0.333,CPU HP PRODESK MINI 400 G5 INTEL CI7 9NA 32GB RAM 512GB SSD REACONDICIONADA,HP,computadoras,ripley_pe,554.28,20001357240,1415
SSD NV3 2TB SSD M.2 2280 PCIe 4.0 NVMe Alta Capacidad | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe,EN_RIESGO,1,0.667,SSD NV3 2TB SSD M.2 2280 PCIe 4.0 NVMe Alta Capacidad,KINGSTON,discos_ssd,falabella_pe,,151581442,1416
"Tarjeta de video GeForce RTX 5060 Ti AERO OC 8G, 8GB GDDR7, PCIe Gen 5.0 | marca: gigabyte | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 797.3 USD",VIGENTE,0,1.0,"Tarjeta de video GeForce RTX 5060 Ti AERO OC 8G, 8GB GDDR7, PCIe Gen 5.0",GIGABYTE,tarjetas_video,falabella_pe,797.31,152118334,1417
"Procesador Core i5-14400 2.50/4.70GHz, 20 MB Smart Caché, LGA1700, 65W/148W | marca: intel | categoria: PROCESADORES | fuente: falabella_pe",EN_RIESGO,1,0.667,"Procesador Core i5-14400 2.50/4.70GHz, 20 MB Smart Caché, LGA1700, 65W/148W",INTEL,procesadores,falabella_pe,,155252764,1418
"BIWIN M350 NVMe Gen4 SSD 2TB, PCIe 4.0, M.2 2280, Read Speeds Up to 6000MB/s, Internal Solid State Drive for Laptop and Desktop PC - BM350NN02TB-RGX | categoria: SSD | fuente: amazon_usa | precio: 240.0 USD",EN_RIESGO,1,0.667,"BIWIN M350 NVMe Gen4 SSD 2TB, PCIe 4.0, M.2 2280, Read Speeds Up to 6000MB/s, Internal Solid State Drive for Laptop and Desktop PC - BM350NN02TB-RGX",,SSD,amazon_usa,239.99,B0F32GFKW4,1419
"Tarjeta de video DUAL-RTX5060-O8G, 8GB GDDR7, PCIe Gen 5.0 | marca: asus | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 635.4 USD",VIGENTE,0,1.0,"Tarjeta de video DUAL-RTX5060-O8G, 8GB GDDR7, PCIe Gen 5.0",ASUS,tarjetas_video,falabella_pe,635.4,149581662,1420
LAPTOP REACONDICIONADA 15-DW1058LA CORE I5 10MA 16GB RAM 512SSD | marca: hp | categoria: LAPTOPS | fuente: falabella_pe,OBSOLETO,2,0.333,LAPTOP REACONDICIONADA 15-DW1058LA CORE I5 10MA 16GB RAM 512SSD,HP,laptops,falabella_pe,,154952809,1421
LOT Samsung 16GB 8GB 4GB 2GB 1GB 2RX8 DDR4/DDR3/DDR2 DIMM Desktop Memory RAM 240 | fuente: ebay_usa | precio: 19.5 USD,OBSOLETO,2,0.667,LOT Samsung 16GB 8GB 4GB 2GB 1GB 2RX8 DDR4/DDR3/DDR2 DIMM Desktop Memory RAM 240,,,ebay_usa,19.52,v1|224404817504|523189980862,1422
Mini PC ThinkCentre M73 Tiny - Core i5-4570T 8GB RAM 320GB Windows 10 Pro | marca: lenovo | categoria: COMPUTADORAS | fuente: falabella_pe | precio: 294.6 USD,OBSOLETO,2,0.333,Mini PC ThinkCentre M73 Tiny - Core i5-4570T 8GB RAM 320GB Windows 10 Pro,LENOVO,computadoras,falabella_pe,294.56,154141880,1423
Disco SSD 1TB NV3 NVMe PCIe 4.0 de 6000Mb/s | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe,EN_RIESGO,1,0.667,Disco SSD 1TB NV3 NVMe PCIe 4.0 de 6000Mb/s,KINGSTON,discos_ssd,falabella_pe,,140825884,1424
ASUS ROG STRIX X870-A GAMING WIFI AM5 X870 ATX DDR5 PCIe 5.0 Motherboard | fuente: ebay_usa | precio: 268.9 USD,VIGENTE,0,1.0,ASUS ROG STRIX X870-A GAMING WIFI AM5 X870 ATX DDR5 PCIe 5.0 Motherboard,,,ebay_usa,268.95,v1|177825393127|0,1425
PLACA BOETEC H75 DDR3 LGA 1155 | marca: intel | categoria: CPU | fuente: falabella,OBSOLETO,2,0.667,PLACA BOETEC H75 DDR3 LGA 1155,INTEL,CPU,falabella,,,1426
SSD NV3 2TB SSD M.2 2280 PCIe 4.0 NVMe Alta Capacidad | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe | precio: 588.7 USD,EN_RIESGO,1,0.667,SSD NV3 2TB SSD M.2 2280 PCIe 4.0 NVMe Alta Capacidad,KINGSTON,discos_ssd,falabella_pe,588.67,152116054,1427
PROCESADOR CORE I7-9700F 4.70GHZ 12MB P-N BX80684I79700F | marca: intel | categoria: CPU | fuente: falabella,OBSOLETO,2,0.333,PROCESADOR CORE I7-9700F 4.70GHZ 12MB P-N BX80684I79700F,INTEL,CPU,falabella,,,1428
"X870 AORUS Elite WIFI7 AMD AM5 LGA 1718 Motherboard, ATX, DDR5, 4X M.2, PCIe 5.0 | fuente: ebay_usa | precio: 206.0 USD",VIGENTE,0,1.0,"X870 AORUS Elite WIFI7 AMD AM5 LGA 1718 Motherboard, ATX, DDR5, 4X M.2, PCIe 5.0",,,ebay_usa,206.0,v1|389188275387|0,1429
"Dell Tower Plus EBT2250 Desktop Ai Computer - Series 2 Intel Core Ultra 9 285K 24-Core Processor up to 5.7 GHz, 16GB DDR5 RAM, 512GB NVMe SSD, Intel (R) Graphics, Windows 11 Pro, Graphite | categoria: CPU | fuente: amazon_usa | precio: 2220.0 USD",VIGENTE,0,1.0,"Dell Tower Plus EBT2250 Desktop Ai Computer - Series 2 Intel Core Ultra 9 285K 24-Core Processor up to 5.7 GHz, 16GB DDR5 RAM, 512GB NVMe SSD, Intel (R) Graphics, Windows 11 Pro, Graphite",,CPU,amazon_usa,2219.99,B0H6L5FQZJ,1430
"Tarjeta de video ROG Astral GeForce RTX 5090 32GB GDDR7 OC Edition, PCIe Gen 5.0 | marca: asus | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 5993.2 USD",VIGENTE,0,1.0,"Tarjeta de video ROG Astral GeForce RTX 5090 32GB GDDR7 OC Edition, PCIe Gen 5.0",ASUS,tarjetas_video,falabella_pe,5993.19,154329523,1431
Xeon E3-1275 E3 1275 3.4 GHz Quad-Core  CPU Processor 8M 95W LGA 1155 | categoria: CPU | fuente: aliexpress | precio: 24.6 USD,OBSOLETO,2,0.333,Xeon E3-1275 E3 1275 3.4 GHz Quad-Core  CPU Processor 8M 95W LGA 1155,,CPU,aliexpress,24.55,3256804702840767,1432
Procesador A6-7480 3.8GHz FM2+ | marca: amd | categoria: CPU | fuente: falabella,OBSOLETO,2,0.333,Procesador A6-7480 3.8GHz FM2+,AMD,CPU,falabella,,,1433
*UNTESTED**PARTS* MSI PRO Z790-S WIFI ATX Motherboard LGA 1700 DDR4 PCIe Intel | fuente: ebay_usa | precio: 60.0 USD,EN_RIESGO,1,0.667,*UNTESTED**PARTS* MSI PRO Z790-S WIFI ATX Motherboard LGA 1700 DDR4 PCIe Intel,,,ebay_usa,60.0,,1434
Ramaxel 8GB DDR3‑1600 PC3‑12800 Desktop RAM RWR5040ME68FAF‑1600 | fuente: ebay_usa | precio: 20.0 USD,OBSOLETO,2,0.667,Ramaxel 8GB DDR3‑1600 PC3‑12800 Desktop RAM RWR5040ME68FAF‑1600,,,ebay_usa,19.99,v1|127902107224|0,1435
ASUS Dual RTX 4070 OC 12GB Graphics Card DisplayPort HDMI PCIe 4.0 | fuente: ebay_usa | precio: 530.0 USD,EN_RIESGO,1,0.667,ASUS Dual RTX 4070 OC 12GB Graphics Card DisplayPort HDMI PCIe 4.0,,,ebay_usa,530.0,v1|168355590877|0,1436
"Samsung 990 PRO NVMe M.2 SSD, 2 TB, PCIe 4.0, 7,450 MB/s Read, 6,900 MB/s Write, Internal SSD, for Gaming and Video Editing, MZ-V9P2T0BW | categoria: SSD | fuente: amazon_usa | precio: 390.0 USD",EN_RIESGO,1,0.667,"Samsung 990 PRO NVMe M.2 SSD, 2 TB, PCIe 4.0, 7,450 MB/s Read, 6,900 MB/s Write, Internal SSD, for Gaming and Video Editing, MZ-V9P2T0BW",,SSD,amazon_usa,389.99,B0B9C4DKKG,1437
Computadora PC GAMER Ryzen 5 5500 RAM 16GB DISCO SSD 500GB GRAFICA RTX 3050 6GB | marca: amd | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 1060.4 USD,EN_RIESGO,1,0.667,Computadora PC GAMER Ryzen 5 5500 RAM 16GB DISCO SSD 500GB GRAFICA RTX 3050 6GB,AMD,tarjetas_video,falabella_pe,1060.41,145459774,1438
ASUS Dual RTX 4070 OC 12GB Graphics Card DisplayPort HDMI PCIe 4.0 | fuente: ebay_usa | precio: 533.0 USD,EN_RIESGO,1,0.667,ASUS Dual RTX 4070 OC 12GB Graphics Card DisplayPort HDMI PCIe 4.0,,,ebay_usa,533.0,v1|137503190221|0,1439
SSD NV3 2TB SSD M.2 2280 PCIe 4.0 NVMe Alta Capacidad | marca: kingston | categoria: DISCOS_SSD | fuente: falabella_pe | precio: 412.1 USD,EN_RIESGO,1,0.667,SSD NV3 2TB SSD M.2 2280 PCIe 4.0 NVMe Alta Capacidad,KINGSTON,discos_ssd,falabella_pe,412.07,151581442,1440
"ASUS X870 MAX Gaming WiFi7 AMD AM5 ATX Motherboard DDR5, PCIe 5.0 x16 | fuente: ebay_usa | precio: 148.0 USD",VIGENTE,0,1.0,"ASUS X870 MAX Gaming WiFi7 AMD AM5 ATX Motherboard DDR5, PCIe 5.0 x16",,,ebay_usa,147.99,v1|168506476730|0,1441
Computadora PC HP ProDesk Intel Core i7 9ª Gen 4.70GHz 64GB RAM 512GB SSD 500GB HDD | Refurbished | marca: hp | categoria: COMPUTADORAS | fuente: ripley_pe | precio: 1135.7 USD,OBSOLETO,2,0.333,Computadora PC HP ProDesk Intel Core i7 9ª Gen 4.70GHz 64GB RAM 512GB SSD 500GB HDD | Refurbished,HP,computadoras,ripley_pe,1135.69,20001543617,1442
"Tarjeta de video ProArt GeForce RTX 5090 OC Edition, 32GB GDDR7, PCIe Gen 5.0 x16 | marca: asus | categoria: TARJETAS_VIDEO | fuente: falabella_pe | precio: 6339.7 USD",VIGENTE,0,1.0,"Tarjeta de video ProArt GeForce RTX 5090 OC Edition, 32GB GDDR7, PCIe Gen 5.0 x16",ASUS,tarjetas_video,falabella_pe,6339.66,155252433,1443
ASUS Dual RTX 4070 OC 12GB Graphics Card DisplayPort HDMI PCIe 4.0 | fuente: ebay_usa | precio: 530.0 USD,EN_RIESGO,1,0.667,ASUS Dual RTX 4070 OC 12GB Graphics Card DisplayPort HDMI PCIe 4.0,,,ebay_usa,530.0,v1|168355590877|0,1444
Corsair Vengeance CMZ8GX3M2A1600C9 4GB (1x4GB) PC3 -12800 DDR3 -1600MHz DIMM RAM | fuente: ebay_usa | precio: 25.0 USD,OBSOLETO,2,0.667,Corsair Vengeance CMZ8GX3M2A1600C9 4GB (1x4GB) PC3 -12800 DDR3 -1600MHz DIMM RAM,,,ebay_usa,25.0,v1|284338406755|0,1445
LOT Samsung 8GB 4GB 2GB 1GB 2RX8 DDR4/DDR3/DDR2 Desktop Memory RAM 288/240PIN GS | fuente: ebay_usa | precio: 19.5 USD,OBSOLETO,2,0.667,LOT Samsung 8GB 4GB 2GB 1GB 2RX8 DDR4/DDR3/DDR2 Desktop Memory RAM 288/240PIN GS,,,ebay_usa,19.52,v1|352657142436|622002625078,1446
MEMORIA RAM DIMM 16GB DDR3 1866MHZ PC3-14900R P-N 708641-B21 | marca: hp | categoria: MEMORIAS_RAM | fuente: falabella_pe | precio: 151.2 USD,OBSOLETO,2,0.667,MEMORIA RAM DIMM 16GB DDR3 1866MHZ PC3-14900R P-N 708641-B21,HP,memorias_ram,falabella_pe,151.15,152148757,1447
UNIDAD SSD SPATIUM M450 PCIe 4.0 NVMe M.2 1TB | marca: msi | categoria: DISCOS_SSD | fuente: falabella_pe | precio: 235.7 USD,EN_RIESGO,1,0.667,UNIDAD SSD SPATIUM M450 PCIe 4.0 NVMe M.2 1TB,Msi,discos_ssd,falabella_pe,235.65,155651864,1448
